        %ID     MAG1    MAG2    MAG3    ACS1    ACS2    AKS3    GYRO1   GYRO2   GYRO3      HH MM SS MS

	12571	594	619	532	519	541	282	457	357	441	   10 22 57 558
	12572	594	619	532	522	540	277	457	358	441	   10 22 57 568
	12573	593	618	532	517	539	276	457	358	441	   10 22 57 588
	12574	593	618	532	513	544	280	458	357	441	   10 22 57 618
	12575	594	619	532	517	539	281	458	358	441	   10 22 57 628
	12576	594	619	532	517	539	282	458	358	441	   10 22 57 648
	12577	594	618	532	518	540	278	458	358	441	   10 22 57 668
	12578	593	618	532	519	538	279	458	357	441	   10 22 57 688
	12579	594	619	532	516	539	280	458	358	441	   10 22 57 718
	12580	593	619	532	515	543	279	458	358	441	   10 22 57 728
	12581	594	618	532	521	539	278	458	357	441	   10 22 57 748
	12582	594	618	532	518	537	277	458	358	441	   10 22 57 768
	12583	593	618	532	517	539	277	458	358	441	   10 22 57 788
	12584	594	618	533	517	537	277	458	358	441	   10 22 57 808
	12585	593	619	532	517	542	280	458	358	441	   10 22 57 828
	12586	593	619	532	517	539	280	458	358	441	   10 22 57 848
	12587	594	618	532	517	538	281	458	358	441	   10 22 57 878
	12588	594	619	532	518	536	281	458	358	441	   10 22 57 888
	12589	594	619	532	516	539	278	458	358	441	   10 22 57 918
	12590	594	619	532	517	542	281	458	358	441	   10 22 57 928
	12591	594	619	532	521	542	278	458	358	441	   10 22 57 948
	12592	593	619	532	515	539	279	458	358	441	   10 22 57 978
	12593	593	619	531	520	543	278	458	358	441	   10 22 57 998
	12594	594	619	532	516	540	276	458	358	441	   10 22 58 018
	12595	594	619	532	517	540	282	458	358	441	   10 22 58 038
	12596	594	619	532	520	538	277	458	358	441	   10 22 58 058
	12597	594	619	532	516	543	283	458	358	441	   10 22 58 078
	12598	594	619	532	515	539	277	458	358	441	   10 22 58 088
	12599	594	618	532	519	542	279	458	358	441	   10 22 58 108
	12600	593	618	532	520	540	282	458	358	441	   10 22 58 138
	12601	594	619	532	521	541	278	458	358	440	   10 22 58 148
	12602	594	619	532	517	541	280	458	358	441	   10 22 58 178
	12603	592	618	532	521	542	279	458	358	441	   10 22 58 198
	12604	593	618	532	517	539	283	458	358	440	   10 22 58 228
	12605	593	617	532	521	542	282	458	358	441	   10 22 58 228
	12606	591	619	532	517	541	277	458	358	441	   10 22 58 248
	12607	592	618	532	518	541	281	458	358	441	   10 22 58 268
	12608	594	619	532	519	542	282	458	358	441	   10 22 58 288
	12609	593	618	531	516	541	278	458	358	441	   10 22 58 328
	12610	594	619	532	517	541	280	458	358	441	   10 22 58 328
	12611	592	618	531	512	539	283	458	357	441	   10 22 58 348
	12612	593	619	531	519	543	277	458	358	441	   10 22 58 378
	12613	594	619	532	518	541	279	458	357	441	   10 22 58 388
	12614	594	619	532	516	538	276	458	358	441	   10 22 58 408
	12615	594	618	532	519	537	279	458	358	441	   10 22 58 428
	12616	594	619	532	519	539	279	458	358	441	   10 22 58 448
	12617	593	619	532	520	538	277	458	358	441	   10 22 58 468
	12618	593	619	532	519	539	277	458	357	441	   10 22 58 488
	12619	593	619	532	517	541	280	458	358	441	   10 22 58 518
	12620	594	619	532	516	541	282	458	357	441	   10 22 58 538
	12621	594	620	532	517	540	281	458	358	441	   10 22 58 548
	12622	593	620	532	520	539	280	458	358	441	   10 22 58 568
	12623	593	619	532	518	540	276	458	358	441	   10 22 58 588
	12624	593	618	532	516	542	281	458	358	441	   10 22 58 608
	12625	594	619	532	518	541	276	458	358	441	   10 22 58 628
	12626	593	618	532	518	541	278	458	358	440	   10 22 58 648
	12627	594	619	532	520	538	281	458	358	440	   10 22 58 678
	12628	592	618	534	516	539	280	458	358	439	   10 22 58 688
	12629	594	619	533	522	539	279	458	357	441	   10 22 58 708
	12630	593	619	532	516	540	279	458	357	440	   10 22 58 738
	12631	593	618	532	520	538	280	458	357	440	   10 22 58 748
	12632	593	619	532	519	537	282	458	357	441	   10 22 58 768
	12633	593	619	532	518	540	277	458	357	440	   10 22 58 788
	12634	594	619	532	521	540	277	458	358	440	   10 22 58 808
	12635	594	619	532	518	543	282	458	358	439	   10 22 58 828
	12636	594	619	532	517	540	278	458	357	441	   10 22 58 848
	12637	593	619	532	519	539	280	457	358	440	   10 22 58 868
	12638	594	619	532	516	541	276	458	358	440	   10 22 58 888
	12639	594	619	532	519	540	284	458	358	440	   10 22 58 908
	12640	593	619	532	519	542	277	458	358	440	   10 22 58 928
	12641	593	619	532	516	540	282	458	358	440	   10 22 58 948
	12642	594	619	532	518	542	276	457	358	441	   10 22 58 968
	12643	593	619	533	521	537	279	458	357	440	   10 22 58 988
	12644	594	619	533	519	543	277	458	358	440	   10 22 59 008
	12645	594	619	532	518	543	279	457	358	441	   10 22 59 028
	12646	593	618	533	514	541	279	458	357	440	   10 22 59 048
	12647	593	618	532	522	540	278	458	358	440	   10 22 59 068
	12648	594	619	532	517	541	279	458	358	440	   10 22 59 088
	12649	593	619	532	518	542	279	458	358	440	   10 22 59 108
