        %ID     MAG1    MAG2    MAG3    ACS1    ACS2    AKS3    GYRO1   GYRO2   GYRO3      HH MM SS MS

	1137	609	627	534	517	537	284	458	349	439	   10 30 04 270
	1138	610	627	534	519	537	282	457	348	439	   10 30 04 290
	1139	609	627	535	518	538	274	458	349	439	   10 30 04 310
	1140	610	627	535	515	539	285	457	349	439	   10 30 04 330
	1141	609	627	534	513	534	280	457	348	439	   10 30 04 350
	1142	610	627	535	514	538	279	457	348	439	   10 30 04 370
	1143	610	627	534	513	538	279	457	348	439	   10 30 04 390
	1144	607	627	534	515	538	279	457	349	439	   10 30 04 410
	1145	610	627	534	514	537	281	457	348	439	   10 30 04 430
	1146	609	626	534	513	539	279	457	349	439	   10 30 04 450
	1147	609	627	534	517	537	278	457	348	439	   10 30 04 470
	1148	609	627	534	514	540	281	457	348	439	   10 30 04 490
	1149	610	626	534	516	538	278	457	348	439	   10 30 04 510
	1150	609	627	534	516	537	282	457	349	439	   10 30 04 530
	1151	610	627	534	517	540	277	457	348	439	   10 30 04 550
	1152	610	627	534	514	534	281	457	348	439	   10 30 04 570
	1153	608	627	534	517	537	280	457	348	439	   10 30 04 590
	1154	610	627	534	517	539	282	458	349	439	   10 30 04 610
	1155	610	627	534	516	537	281	457	348	439	   10 30 04 630
	1156	609	627	534	515	537	280	457	348	439	   10 30 04 650
	1157	609	627	534	515	536	283	457	349	439	   10 30 04 670
	1158	610	627	535	513	538	282	457	348	439	   10 30 04 690
	1159	608	627	534	516	540	282	458	349	439	   10 30 04 710
	1160	610	627	534	514	537	280	457	349	439	   10 30 04 730
	1161	610	627	534	514	540	280	457	349	439	   10 30 04 750
	1162	609	627	535	515	541	282	458	349	439	   10 30 04 770
	1163	610	627	535	516	536	278	458	349	438	   10 30 04 790
	1164	610	627	534	517	537	276	457	348	438	   10 30 04 810
	1165	609	627	534	515	537	280	457	349	439	   10 30 04 830
	1166	609	627	534	513	538	279	457	348	439	   10 30 04 850
	1167	610	627	534	516	537	284	457	348	439	   10 30 04 870
	1168	609	627	534	515	533	282	457	349	438	   10 30 04 890
	1169	610	627	534	513	539	283	458	348	439	   10 30 04 910
	1170	610	627	534	516	537	276	457	348	439	   10 30 04 930
	1171	609	627	534	516	541	281	457	348	439	   10 30 04 950
	1172	610	627	534	516	538	281	458	348	439	   10 30 04 970
	1173	609	627	534	517	537	280	457	348	439	   10 30 04 990
	1174	609	628	534	516	540	283	458	349	439	   10 30 05 010
	1175	608	627	534	515	536	282	457	349	439	   10 30 05 030
	1176	610	627	534	517	541	285	457	349	439	   10 30 05 050
	1177	609	627	534	516	537	279	457	348	439	   10 30 05 070
	1178	608	626	534	515	540	282	457	348	439	   10 30 05 090
	1179	609	627	534	521	538	279	458	349	439	   10 30 05 110
	1180	610	626	534	516	539	284	457	348	439	   10 30 05 130
	1181	608	627	534	512	536	278	458	349	439	   10 30 05 150
	1182	610	627	534	516	533	283	458	349	439	   10 30 05 170
	1183	609	627	534	515	537	280	457	348	439	   10 30 05 190
	1184	609	627	534	517	538	281	457	349	439	   10 30 05 210
	1185	609	627	534	516	537	282	457	348	439	   10 30 05 230
	1186	610	627	534	516	539	278	457	349	439	   10 30 05 250
	1187	608	627	534	516	536	281	457	348	439	   10 30 05 270
	1188	610	627	534	511	538	284	457	348	439	   10 30 05 290
	1189	610	627	534	517	535	282	458	348	439	   10 30 05 310
	1190	608	627	534	513	538	281	457	348	439	   10 30 05 330
	1191	610	627	534	515	540	280	458	348	439	   10 30 05 350
	1192	610	627	534	514	537	279	457	349	439	   10 30 05 370
	1193	609	627	534	517	538	280	458	349	439	   10 30 05 390
	1194	610	626	534	517	537	278	457	348	439	   10 30 05 410
	1195	610	627	534	515	537	283	457	348	439	   10 30 05 430
	1196	608	627	534	515	533	280	457	349	439	   10 30 05 450
	1197	608	627	534	519	538	280	457	349	439	   10 30 05 470
	1198	609	627	534	515	536	279	457	348	439	   10 30 05 490
	1199	609	627	534	515	540	282	458	348	438	   10 30 05 510
	1200	609	627	534	517	536	282	457	348	439	   10 30 05 530
	1201	609	627	534	517	535	281	458	348	439	   10 30 05 550
	1202	608	627	534	516	535	280	458	348	439	   10 30 05 570
	1203	609	627	534	517	535	279	457	349	439	   10 30 05 590
	1204	609	627	534	516	535	279	457	349	439	   10 30 05 610
	1205	610	627	534	515	536	281	458	348	439	   10 30 05 630
	1206	610	627	534	513	534	282	457	348	439	   10 30 05 650
	1207	610	627	534	514	540	278	458	349	439	   10 30 05 670
	1208	610	628	534	516	543	281	458	348	439	   10 30 05 690
	1209	610	627	534	516	536	276	457	349	439	   10 30 05 710
	1210	609	627	534	515	535	281	457	349	439	   10 30 05 730
	1211	610	628	534	515	537	277	457	348	439	   10 30 05 760
	1212	609	627	534	513	538	277	458	349	439	   10 30 05 780
	1213	608	627	534	513	538	279	457	349	439	   10 30 05 800
	1214	609	627	534	516	538	277	458	349	439	   10 30 05 810
	1215	609	627	534	515	537	283	457	348	439	   10 30 05 830
	1216	609	627	534	516	538	278	458	348	439	   10 30 05 850
	1217	609	627	534	515	537	284	457	348	439	   10 30 05 870
	1218	608	628	534	517	542	277	458	349	439	   10 30 05 890
	1219	609	628	534	516	534	280	457	349	439	   10 30 05 910
	1220	608	628	533	520	537	278	457	349	439	   10 30 05 930
	1221	609	628	534	516	537	281	457	349	439	   10 30 05 950
	1222	608	628	534	515	534	280	458	348	439	   10 30 05 970
	1223	608	627	534	517	538	281	458	348	439	   10 30 05 990
	1224	608	628	534	519	539	278	458	349	439	   10 30 06 010
	1225	608	627	534	521	537	281	457	349	442	   10 30 06 030
	1226	608	628	533	515	534	279	458	349	449	   10 30 06 050
	1227	608	628	534	516	533	283	458	349	455	   10 30 06 070
	1228	610	628	534	517	531	282	458	349	457	   10 30 06 090
	1229	609	628	534	514	538	278	457	349	454	   10 30 06 110
	1230	608	628	533	511	542	285	458	349	455	   10 30 06 130
	1231	609	628	534	516	541	279	458	349	456	   10 30 06 150
	1232	609	627	534	513	539	280	457	349	457	   10 30 06 170
	1233	609	628	534	515	538	277	458	349	458	   10 30 06 190
	1234	609	629	534	511	538	280	458	349	457	   10 30 06 210
	1235	609	629	534	517	538	280	458	349	458	   10 30 06 230
	1236	609	628	534	518	540	284	457	349	458	   10 30 06 250
	1237	608	629	534	517	538	280	458	349	458	   10 30 06 270
